120.198.233.71 - - [22/Dec/2014:00:01:22 +0800] "GET /app/yiqichang.apk HTTP/1.1" 304 0 "-" "Mozilla/5.0 Gecko/20100115 Firefox/3.6" "-""0.045"
59.173.24.126 - - [22/Dec/2014:15:07:51 +0800] "GET / HTTP/1.1" 301 178 "-" "Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/31.0.1650.63 Safari/537.36" "-""0.000"
59.173.24.126 - - [22/Dec/2014:15:07:52 +0800] "GET / HTTP/1.1" 200 3314 "-" "Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/31.0.1650.63 Safari/537.36" "-""0.001"
59.173.24.126 - - [22/Dec/2014:15:07:53 +0800] "GET /css/join.min.css HTTP/1.1" 200 2888 "http://www.17chang.com/" "Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/31.0.1650.63 Safari/537.36" "-""0.000"
59.173.24.126 - - [22/Dec/2014:15:07:53 +0800] "GET /css/jquery.fullPage.css HTTP/1.1" 200 1184 "http://www.17chang.com/" "Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/31.0.1650.63 Safari/537.36" "-""0.000"
59.173.24.126 - - [22/Dec/2014:15:07:53 +0800] "GET /css/style.min.css HTTP/1.1" 200 7972 "http://www.17chang.com/" "Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/31.0.1650.63 Safari/537.36" "-""0.000"
59.173.24.126 - - [22/Dec/2014:15:07:53 +0800] "GET /js/jquery.easings.min.js HTTP/1.1" 200 5451 "http://www.17chang.com/" "Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/31.0.1650.63 Safari/537.36" "-""0.000"
59.173.24.126 - - [22/Dec/2014:15:07:53 +0800] "GET /js/jquery.slimscroll.min.js HTTP/1.1" 200 1970 "http://www.17chang.com/" "Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/31.0.1650.63 Safari/537.36" "-""0.000"
59.173.24.126 - - [22/Dec/2014:15:07:53 +0800] "GET /js/jquery.fullPage.min.js HTTP/1.1" 200 6272 "http://www.17chang.com/" "Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/31.0.1650.63 Safari/537.36" "-""0.000"
59.173.24.126 - - [22/Dec/2014:15:07:53 +0800] "GET /js/newgame.js HTTP/1.1" 200 1636 "http://www.17chang.com/" "Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/31.0.1650.63 Safari/537.36" "-""0.000"
59.173.24.126 - - [22/Dec/2014:15:07:54 +0800] "GET /js/jquery.min.js HTTP/1.1" 200 37399 "http://www.17chang.com/" "Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/31.0.1650.63 Safari/537.36" "-""1.005"
116.226.80.39 - - [22/Dec/2014:15:08:40 +0800] "GET /caige/?state=%7B%22userform%22%3A%22odWTPjmUukLVGsTXNpM6Gc9ke6pI%22%2C%22music_id%22%3A%2294%22%2C%22guess_type%22%3A%222%22%7D&from=timeline&isappinstalled=0 HTTP/1.1" 302 34725 "-" "Mozilla/5.0 (Linux; U; Android 4.1.1; zh-cn; MI 2SC Build/JRO03L) AppleWebKit/534.30 (KHTML, like Gecko) Version/4.0 Mobile Safari/534.30 MicroMessenger/6.0.0.41_r835309.501 NetType/WIFI" "-""0.783"
116.226.80.39 - - [22/Dec/2014:15:08:41 +0800] "GET /caige?code=00193ab961efb18a50e6c851e60f193B&state=%7B%22userform%22%3A%22odWTPjmUukLVGsTXNpM6Gc9ke6pI%22%2C%22music_id%22%3A%2294%22%2C%22guess_type%22%3A%222%22%7D HTTP/1.1" 301 178 "-" "Mozilla/5.0 (Linux; U; Android 4.1.1; zh-cn; MI 2SC Build/JRO03L) AppleWebKit/534.30 (KHTML, like Gecko) Version/4.0 Mobile Safari/534.30 MicroMessenger/6.0.0.41_r835309.501 NetType/WIFI" "-""0.000"
116.226.80.39 - - [22/Dec/2014:15:08:41 +0800] "GET /caige/?code=00193ab961efb18a50e6c851e60f193B&state=%7B%22userform%22%3A%22odWTPjmUukLVGsTXNpM6Gc9ke6pI%22%2C%22music_id%22%3A%2294%22%2C%22guess_type%22%3A%222%22%7D HTTP/1.1" 200 10388 "-" "Mozilla/5.0 (Linux; U; Android 4.1.1; zh-cn; MI 2SC Build/JRO03L) AppleWebKit/534.30 (KHTML, like Gecko) Version/4.0 Mobile Safari/534.30 MicroMessenger/6.0.0.41_r835309.501 NetType/WIFI" "-""0.206"
116.226.80.39 - - [22/Dec/2014:15:08:56 +0800] "GET /caige/?state=%7B%22userform%22%3A%22odWTPjmUukLVGsTXNpM6Gc9ke6pI%22%2C%22music_id%22%3A%2294%22%2C%22guess_type%22%3A%222%22%7D&from=timeline&isappinstalled=0 HTTP/1.1" 302 34725 "-" "Mozilla/5.0 (Linux; U; Android 4.1.1; zh-cn; MI 2SC Build/JRO03L) AppleWebKit/534.30 (KHTML, like Gecko) Version/4.0 Mobile Safari/534.30 MicroMessenger/6.0.0.41_r835309.501 NetType/WIFI" "-""0.495"
42.121.65.51 - - [22/Dec/2014:15:10:01 +0800] "GET / HTTP/1.0" 200 14753 "-" "-" "-""0.015"
116.226.80.39 - - [22/Dec/2014:15:11:03 +0800] "GET /caige/?state=%7B%22userform%22%3A%22odWTPjmUukLVGsTXNpM6Gc9ke6pI%22%2C%22music_id%22%3A%2294%22%2C%22guess_type%22%3A%222%22%7D&from=timeline&isappinstalled=0 HTTP/1.1" 302 34725 "-" "Mozilla/5.0 (Linux; U; Android 4.1.1; zh-cn; MI 2SC Build/JRO03L) AppleWebKit/534.30 (KHTML, like Gecko) Version/4.0 Mobile Safari/534.30 MicroMessenger/6.0.0.41_r835309.501 NetType/WIFI" "-""0.352"
116.226.80.39 - - [22/Dec/2014:15:11:04 +0800] "GET /caige?code=001eeebb71e1da400d444c104201c877&state=%7B%22userform%22%3A%22odWTPjmUukLVGsTXNpM6Gc9ke6pI%22%2C%22music_id%22%3A%2294%22%2C%22guess_type%22%3A%222%22%7D HTTP/1.1" 301 178 "-" "Mozilla/5.0 (Linux; U; Android 4.1.1; zh-cn; MI 2SC Build/JRO03L) AppleWebKit/534.30 (KHTML, like Gecko) Version/4.0 Mobile Safari/534.30 MicroMessenger/6.0.0.41_r835309.501 NetType/WIFI" "-""0.000"
116.226.80.39 - - [22/Dec/2014:15:11:13 +0800] "GET /caige/?code=001eeebb71e1da400d444c104201c877&state=%7B%22userform%22%3A%22odWTPjmUukLVGsTXNpM6Gc9ke6pI%22%2C%22music_id%22%3A%2294%22%2C%22guess_type%22%3A%222%22%7D HTTP/1.1" 200 10388 "-" "Mozilla/5.0 (Linux; U; Android 4.1.1; zh-cn; MI 2SC Build/JRO03L) AppleWebKit/534.30 (KHTML, like Gecko) Version/4.0 Mobile Safari/534.30 MicroMessenger/6.0.0.41_r835309.501 NetType/WIFI" "-""0.206"
116.226.80.39 - - [22/Dec/2014:15:11:14 +0800] "GET /caige/music.php?rand=0.16438934416510165 HTTP/1.1" 200 2147 "http://www.17chang.com/caige/?code=001eeebb71e1da400d444c104201c877&state=%7B%22userform%22%3A%22odWTPjmUukLVGsTXNpM6Gc9ke6pI%22%2C%22music_id%22%3A%2294%22%2C%22guess_type%22%3A%222%22%7D" "Mozilla/5.0 (Linux; U; Android 4.1.1; zh-cn; MI 2SC Build/JRO03L) AppleWebKit/534.30 (KHTML, like Gecko) Version/4.0 Mobile Safari/534.30 MicroMessenger/6.0.0.41_r835309.501 NetType/WIFI" "-""0.001"
222.26.160.148 - - [22/Dec/2014:15:11:23 +0800] "GET /app/yiqichang.apk HTTP/1.1" 304 0 "-" "Mozilla/5.0 Gecko/20100115 Firefox/3.6" "-""0.046"
116.226.80.39 - - [22/Dec/2014:15:11:53 +0800] "GET /caige/?state=%7B%22userform%22%3A%22odWTPjmUukLVGsTXNpM6Gc9ke6pI%22%2C%22music_id%22%3A%2294%22%2C%22guess_type%22%3A%222%22%7D&from=timeline&isappinstalled=0 HTTP/1.1" 302 34725 "-" "Mozilla/5.0 (Linux; U; Android 4.1.1; zh-cn; MI 2SC Build/JRO03L) AppleWebKit/534.30 (KHTML, like Gecko) Version/4.0 Mobile Safari/534.30 MicroMessenger/6.0.0.41_r835309.501 NetType/WIFI" "-""3.850"
116.226.80.39 - - [22/Dec/2014:15:12:00 +0800] "GET /caige?code=021dda023f384c3f803f401101ae9fbY&state=%7B%22userform%22%3A%22odWTPjmUukLVGsTXNpM6Gc9ke6pI%22%2C%22music_id%22%3A%2294%22%2C%22guess_type%22%3A%222%22%7D HTTP/1.1" 301 178 "-" "Mozilla/5.0 (Linux; U; Android 4.1.1; zh-cn; MI 2SC Build/JRO03L) AppleWebKit/534.30 (KHTML, like Gecko) Version/4.0 Mobile Safari/534.30 MicroMessenger/6.0.0.41_r835309.501 NetType/WIFI" "-""0.000"
116.226.80.39 - - [22/Dec/2014:15:12:00 +0800] "GET /caige/?code=021dda023f384c3f803f401101ae9fbY&state=%7B%22userform%22%3A%22odWTPjmUukLVGsTXNpM6Gc9ke6pI%22%2C%22music_id%22%3A%2294%22%2C%22guess_type%22%3A%222%22%7D HTTP/1.1" 200 10387 "-" "Mozilla/5.0 (Linux; U; Android 4.1.1; zh-cn; MI 2SC Build/JRO03L) AppleWebKit/534.30 (KHTML, like Gecko) Version/4.0 Mobile Safari/534.30 MicroMessenger/6.0.0.41_r835309.501 NetType/WIFI" "-""0.203"
59.173.24.126 - - [22/Dec/2014:15:12:19 +0800] "GET / HTTP/1.0" 200 5101 "-" "Mozilla/4.0 (compatible; MSIE 7.0; Windows NT)" "-""0.131"
59.173.24.126 - - [22/Dec/2014:15:12:19 +0800] "GET /css/join.min.css HTTP/1.0" 200 9272 "http://www.17chang.com/" "Mozilla/4.0 (compatible; MSIE 7.0; Windows NT)" "-""0.000"
59.173.24.126 - - [22/Dec/2014:15:12:21 +0800] "GET /js/game.js HTTP/1.0" 200 2123 "http://www.17chang.com/" "Mozilla/4.0 (compatible; MSIE 7.0; Windows NT)" "-""0.000"
59.173.24.126 - - [22/Dec/2014:15:12:21 +0800] "GET /js/jquery.fullPage.min.js HTTP/1.0" 200 18952 "http://www.17chang.com/" "Mozilla/4.0 (compatible; MSIE 7.0; Windows NT)" "-""0.000"
59.173.24.126 - - [22/Dec/2014:15:12:24 +0800] "GET /js/jquery.slimscroll.min.js HTTP/1.0" 200 4677 "http://www.17chang.com/" "Mozilla/4.0 (compatible; MSIE 7.0; Windows NT)" "-""0.000"
59.173.24.126 - - [22/Dec/2014:15:12:25 +0800] "GET /js/jquery.easings.min.js HTTP/1.0" 200 12927 "http://www.17chang.com/" "Mozilla/4.0 (compatible; MSIE 7.0; Windows NT)" "-""0.000"
59.173.24.126 - - [22/Dec/2014:15:12:29 +0800] "GET /css/style.min.css HTTP/1.0" 200 47572 "http://www.17chang.com/" "Mozilla/4.0 (compatible; MSIE 7.0; Windows NT)" "-""0.404"
59.173.24.126 - - [22/Dec/2014:15:12:29 +0800] "GET /css/jquery.fullPage.css HTTP/1.0" 200 3367 "http://www.17chang.com/" "Mozilla/4.0 (compatible; MSIE 7.0; Windows NT)" "-""0.000"
59.173.24.126 - - [22/Dec/2014:15:12:29 +0800] "GET /js/jquery.min.js HTTP/1.0" 200 95786 "http://www.17chang.com/" "Mozilla/4.0 (compatible; MSIE 7.0; Windows NT)" "-""0.351"
59.173.24.126 - - [22/Dec/2014:15:12:31 +0800] "GET /index.php HTTP/1.0" 200 5101 "http://www.17chang.com/" "Mozilla/4.0 (compatible; MSIE 7.0; Windows NT)" "-""0.081"
59.173.24.126 - - [22/Dec/2014:15:12:31 +0800] "GET /about.php HTTP/1.0" 200 6178 "http://www.17chang.com/" "Mozilla/4.0 (compatible; MSIE 7.0; Windows NT)" "-""0.097"
59.173.24.126 - - [22/Dec/2014:15:12:31 +0800] "GET /join.php HTTP/1.0" 200 23416 "http://www.17chang.com/" "Mozilla/4.0 (compatible; MSIE 7.0; Windows NT)" "-""0.174"
59.173.24.126 - - [22/Dec/2014:15:12:32 +0800] "GET /contact.php HTTP/1.0" 200 5164 "http://www.17chang.com/" "Mozilla/4.0 (compatible; MSIE 7.0; Windows NT)" "-""0.371"
59.173.24.126 - - [22/Dec/2014:15:12:33 +0800] "GET /download/index.php?source=ios HTTP/1.0" 302 46 "http://www.17chang.com/" "Mozilla/4.0 (compatible; MSIE 7.0; Windows NT)" "-""0.672"
59.173.24.126 - - [22/Dec/2014:15:12:35 +0800] "GET /download/index.php?source=android HTTP/1.0" 302 50 "http://www.17chang.com/" "Mozilla/4.0 (compatible; MSIE 7.0; Windows NT)" "-""0.653"
59.173.24.126 - - [22/Dec/2014:15:12:35 +0800] "GET /js/))),S(g,s,k));b.css3?(e= HTTP/1.0" 404 564 "http://www.17chang.com/js/jquery.fullPage.min.js" "Mozilla/4.0 (compatible; MSIE 7.0; Windows NT)" "-""0.000"
59.173.24.126 - - [22/Dec/2014:15:12:36 +0800] "GET /a HTTP/1.0" 404 564 "http://www.17chang.com/js/jquery.min.js" "Mozilla/4.0 (compatible; MSIE 7.0; Windows NT)" "-""0.000"
59.173.24.126 - - [22/Dec/2014:15:12:36 +0800] "GET /js/!==b.type?a.handleObj.handler.apply(this,arguments):void%200},teardown:function(){return%20m.event.remove(this, HTTP/1.0" 404 564 "http://www.17chang.com/js/jquery.min.js" "Mozilla/4.0 (compatible; MSIE 7.0; Windows NT)" "-""0.000"
59.173.24.126 - - [22/Dec/2014:15:12:37 +0800] "GET /js/===c&&b.text!==a.text?(xb(b).text=a.text,yb(b)): HTTP/1.0" 404 564 "http://www.17chang.com/js/jquery.min.js" "Mozilla/4.0 (compatible; MSIE 7.0; Windows NT)" "-""0.000"
59.173.24.126 - - [22/Dec/2014:15:12:38 +0800] "GET /js/)&&m.contains(h,d)&&(d.src?m._evalUrl&&m._evalUrl(d.src):m.globalEval((d.text||d.textContent||d.innerHTML|| HTTP/1.0" 404 564 "http://www.17chang.com/js/jquery.min.js" "Mozilla/4.0 (compatible; MSIE 7.0; Windows NT)" "-""0.000"
59.173.24.126 - - [22/Dec/2014:15:12:38 +0800] "GET /js/===k.type?x= HTTP/1.0" 404 564 "http://www.17chang.com/js/jquery.min.js" "Mozilla/4.0 (compatible; MSIE 7.0; Windows NT)" "-""0.000"
59.173.24.126 - - [22/Dec/2014:15:12:39 +0800] "GET /Agreement.php HTTP/1.0" 200 16769 "http://www.17chang.com/about.php" "Mozilla/4.0 (compatible; MSIE 7.0; Windows NT)" "-""0.104"
59.173.24.126 - - [22/Dec/2014:15:13:40 +0800] "GET /app/yiqichang.apk HTTP/1.0" 200 10265743 "http://www.17chang.com/" "Mozilla/4.0 (compatible; MSIE 7.0; Windows NT)" "-""35.307"
116.226.80.39 - - [22/Dec/2014:15:13:55 +0800] "GET /caige/?state=%7B%22userform%22%3A%22odWTPjmUukLVGsTXNpM6Gc9ke6pI%22%2C%22music_id%22%3A%2294%22%2C%22guess_type%22%3A%222%22%7D&from=timeline&isappinstalled=0 HTTP/1.1" 302 32229 "-" "Mozilla/5.0 (Linux; U; Android 4.1.1; zh-cn; MI 2SC Build/JRO03L) AppleWebKit/534.30 (KHTML, like Gecko) Version/4.0 Mobile Safari/534.30 MicroMessenger/6.0.0.41_r835309.501 NetType/WIFI" "-""6.570"
116.226.80.39 - - [22/Dec/2014:15:13:56 +0800] "GET /caige?code=001208260e6e81b1095856a416481c4B&state=%7B%22userform%22%3A%22odWTPjmUukLVGsTXNpM6Gc9ke6pI%22%2C%22music_id%22%3A%2294%22%2C%22guess_type%22%3A%222%22%7D HTTP/1.1" 301 178 "-" "Mozilla/5.0 (Linux; U; Android 4.1.1; zh-cn; MI 2SC Build/JRO03L) AppleWebKit/534.30 (KHTML, like Gecko) Version/4.0 Mobile Safari/534.30 MicroMessenger/6.0.0.41_r835309.501 NetType/WIFI" "-""0.000"
116.226.80.39 - - [22/Dec/2014:15:13:56 +0800] "GET /caige/?code=001208260e6e81b1095856a416481c4B&state=%7B%22userform%22%3A%22odWTPjmUukLVGsTXNpM6Gc9ke6pI%22%2C%22music_id%22%3A%2294%22%2C%22guess_type%22%3A%222%22%7D HTTP/1.1" 200 10387 "-" "Mozilla/5.0 (Linux; U; Android 4.1.1; zh-cn; MI 2SC Build/JRO03L) AppleWebKit/534.30 (KHTML, like Gecko) Version/4.0 Mobile Safari/534.30 MicroMessenger/6.0.0.41_r835309.501 NetType/WIFI" "-""0.239"
182.18.105.148 - - [22/Dec/2014:15:14:01 +0800] "GET /caige/?state=%7B%22userform%22%3A%22odWTPjmUukLVGsTXNpM6Gc9ke6pI%22%2C%22music_id%22%3A%2294%22%2C%22guess_type%22%3A%222%22%7D&from=timeline&isappinstalled=0 HTTP/1.1" 302 34725 "-" "Mozilla/5.0 (iPhone; CPU iPhone OS 7_1_2 like Mac OS X) AppleWebKit/537.51.2 (KHTML, like Gecko) Mobile/11D257 MicroMessenger/6.0.2 NetType/WIFI" "-""0.086"
182.18.107.128 - - [22/Dec/2014:15:14:01 +0800] "GET /caige?code=001470c8f5bb6fc9b42d80fd7b8dbfau&state=%7B%22userform%22%3A%22odWTPjmUukLVGsTXNpM6Gc9ke6pI%22%2C%22music_id%22%3A%2294%22%2C%22guess_type%22%3A%222%22%7D HTTP/1.1" 301 178 "-" "Mozilla/5.0 (iPhone; CPU iPhone OS 7_1_2 like Mac OS X) AppleWebKit/537.51.2 (KHTML, like Gecko) Mobile/11D257 MicroMessenger/6.0.2 NetType/WIFI" "-""0.000"
182.18.107.128 - - [22/Dec/2014:15:14:01 +0800] "GET /caige/?code=001470c8f5bb6fc9b42d80fd7b8dbfau&state=%7B%22userform%22%3A%22odWTPjmUukLVGsTXNpM6Gc9ke6pI%22%2C%22music_id%22%3A%2294%22%2C%22guess_type%22%3A%222%22%7D HTTP/1.1" 302 34725 "-" "Mozilla/5.0 (iPhone; CPU iPhone OS 7_1_2 like Mac OS X) AppleWebKit/537.51.2 (KHTML, like Gecko) Mobile/11D257 MicroMessenger/6.0.2 NetType/WIFI" "-""0.114"
68.180.228.250 - - [22/Dec/2014:15:14:17 +0800] "GET /join.php HTTP/1.1" 200 7168 "-" "Mozilla/5.0 (compatible; Yahoo! Slurp; http://help.yahoo.com/help/us/ysearch/slurp)" "-""0.001"
140.207.55.80 - - [22/Dec/2014:15:14:26 +0800] "GET / HTTP/1.1" 301 178 "-" "Mozilla/5.0 (Windows; U; Windows NT 5.1; zh-CN; rv:1.9b4) Gecko/2008030317 Firefox/3.0b4" "-""0.002"
101.226.68.141 - - [22/Dec/2014:15:14:26 +0800] "GET /caige/?state=%7B%22userform%22%3A%22odWTPjmUukLVGsTXNpM6Gc9ke6pI%22%2C%22music_id%22%3A%2294%22%2C%22guess_type%22%3A%222%22%7D&from=timeline&isappinstalled=0 HTTP/1.1" 302 13812 "-" "Mozilla/5.0 (Linux; U; Android 4.4.4; zh-cn; MI 4LTE Build/KTU84P) AppleWebKit/533.1 (KHTML, like Gecko)Version/4.0 MQQBrowser/5.5 Mobile Safari/533.1 MicroMessenger/6.0.0.54_r849063.501 NetType/WIFI" "124.77.195.187""0.087"
117.135.149.14 - - [22/Dec/2014:15:14:27 +0800] "GET / HTTP/1.1" 301 178 "-" "Mozilla/5.0 (Windows; U; Windows NT 5.1; zh-CN; rv:1.9b4) Gecko/2008030317 Firefox/3.0b4" "-""0.054"
218.82.217.203 - - [22/Dec/2014:15:14:27 +0800] "GET /images/email_logo.png HTTP/1.1" 200 7423 "-" "Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/31.0.1650.16 Safari/537.36" "-""0.000"
101.226.68.141 - - [22/Dec/2014:15:14:27 +0800] "GET /caige?code=001789a80d9f0bc43371331dd40235eq&state=%7B%22userform%22%3A%22odWTPjmUukLVGsTXNpM6Gc9ke6pI%22%2C%22music_id%22%3A%2294%22%2C%22guess_type%22%3A%222%22%7D HTTP/1.1" 301 178 "-" "Mozilla/5.0 (Linux; U; Android 4.4.4; zh-cn; MI 4LTE Build/KTU84P) AppleWebKit/533.1 (KHTML, like Gecko)Version/4.0 MQQBrowser/5.5 Mobile Safari/533.1 MicroMessenger/6.0.0.54_r849063.501 NetType/WIFI" "124.77.195.187""0.003"
140.207.118.16 - - [22/Dec/2014:15:14:27 +0800] "GET / HTTP/1.1" 302 14255 "-" "Mozilla/5.0 (Windows; U; Windows NT 5.1; zh-CN; rv:1.9b4) Gecko/2008030317 Firefox/3.0b4" "-""0.004"
183.195.233.90 - - [22/Dec/2014:15:14:27 +0800] "GET / HTTP/1.1" 302 14255 "-" "Mozilla/5.0 (Windows; U; Windows NT 5.1; zh-CN; rv:1.9b4) Gecko/2008030317 Firefox/3.0b4" "-""0.061"
101.226.68.141 - - [22/Dec/2014:15:14:27 +0800] "GET /caige/?code=001789a80d9f0bc43371331dd40235eq&state=%7B%22userform%22%3A%22odWTPjmUukLVGsTXNpM6Gc9ke6pI%22%2C%22music_id%22%3A%2294%22%2C%22guess_type%22%3A%222%22%7D HTTP/1.1" 302 13808 "-" "Mozilla/5.0 (Linux; U; Android 4.4.4; zh-cn; MI 4LTE Build/KTU84P) AppleWebKit/533.1 (KHTML, like Gecko)Version/4.0 MQQBrowser/5.5 Mobile Safari/533.1 MicroMessenger/6.0.0.54_r849063.501 NetType/WIFI" "124.77.195.187""0.119"
101.226.68.141 - - [22/Dec/2014:15:14:41 +0800] "GET /caige/?state=%7B%22userform%22%3A%22odWTPjmUukLVGsTXNpM6Gc9ke6pI%22%2C%22music_id%22%3A%2294%22%2C%22guess_type%22%3A%222%22%7D&from=timeline&isappinstalled=0 HTTP/1.1" 302 13870 "-" "Mozilla/5.0 (Linux; U; Android 4.4.4; zh-cn; MI 4LTE Build/KTU84P) AppleWebKit/533.1 (KHTML, like Gecko)Version/4.0 MQQBrowser/5.5 Mobile Safari/533.1 MicroMessenger/6.0.0.54_r849063.501 NetType/WIFI" "124.77.195.187""0.089"
101.226.68.141 - - [22/Dec/2014:15:14:41 +0800] "GET /caige?code=011c3f8f5d6bc6f97e44de6a3deefe0a&state=%7B%22userform%22%3A%22odWTPjmUukLVGsTXNpM6Gc9ke6pI%22%2C%22music_id%22%3A%2294%22%2C%22guess_type%22%3A%222%22%7D HTTP/1.1" 301 178 "-" "Mozilla/5.0 (Linux; U; Android 4.4.4; zh-cn; MI 4LTE Build/KTU84P) AppleWebKit/533.1 (KHTML, like Gecko)Version/4.0 MQQBrowser/5.5 Mobile Safari/533.1 MicroMessenger/6.0.0.54_r849063.501 NetType/WIFI" "124.77.195.187""0.002"
101.226.68.141 - - [22/Dec/2014:15:14:41 +0800] "GET /caige/?code=011c3f8f5d6bc6f97e44de6a3deefe0a&state=%7B%22userform%22%3A%22odWTPjmUukLVGsTXNpM6Gc9ke6pI%22%2C%22music_id%22%3A%2294%22%2C%22guess_type%22%3A%222%22%7D HTTP/1.1" 302 13866 "-" "Mozilla/5.0 (Linux; U; Android 4.4.4; zh-cn; MI 4LTE Build/KTU84P) AppleWebKit/533.1 (KHTML, like Gecko)Version/4.0 MQQBrowser/5.5 Mobile Safari/533.1 MicroMessenger/6.0.0.54_r849063.501 NetType/WIFI" "124.77.195.187""0.129"
58.246.245.218 - - [22/Dec/2014:15:15:05 +0800] "GET / HTTP/1.1" 200 3314 "http://www.baidu.com/baidu?word=%E4%B8%80%E8%B5%B7%E5%94%B1&ie=utf-8&tn=98012088_2_dg" "Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/34.0.1847.137 Safari/537.36 LBBROWSER" "-""0.002"
58.246.245.218 - - [22/Dec/2014:15:15:05 +0800] "GET /css/join.min.css HTTP/1.1" 200 2888 "http://www.17chang.com/" "Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/34.0.1847.137 Safari/537.36 LBBROWSER" "-""0.000"
58.246.245.218 - - [22/Dec/2014:15:15:05 +0800] "GET /css/jquery.fullPage.css HTTP/1.1" 200 1184 "http://www.17chang.com/" "Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/34.0.1847.137 Safari/537.36 LBBROWSER" "-""0.000"
58.246.245.218 - - [22/Dec/2014:15:15:05 +0800] "GET /css/style.min.css HTTP/1.1" 200 7972 "http://www.17chang.com/" "Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/34.0.1847.137 Safari/537.36 LBBROWSER" "-""0.000"
58.246.245.218 - - [22/Dec/2014:15:15:05 +0800] "GET /js/jquery.easings.min.js HTTP/1.1" 200 5451 "http://www.17chang.com/" "Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/34.0.1847.137 Safari/537.36 LBBROWSER" "-""0.000"
58.246.245.218 - - [22/Dec/2014:15:15:05 +0800] "GET /js/jquery.slimscroll.min.js HTTP/1.1" 200 1970 "http://www.17chang.com/" "Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/34.0.1847.137 Safari/537.36 LBBROWSER" "-""0.000"
58.246.245.218 - - [22/Dec/2014:15:15:05 +0800] "GET /js/jquery.fullPage.min.js HTTP/1.1" 200 6272 "http://www.17chang.com/" "Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/34.0.1847.137 Safari/537.36 LBBROWSER" "-""0.000"
58.246.245.218 - - [22/Dec/2014:15:15:05 +0800] "GET /js/newgame.js HTTP/1.1" 200 1636 "http://www.17chang.com/" "Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/34.0.1847.137 Safari/537.36 LBBROWSER" "-""0.000"
58.246.245.218 - - [22/Dec/2014:15:15:05 +0800] "GET /js/jquery.min.js HTTP/1.1" 200 37399 "http://www.17chang.com/" "Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/34.0.1847.137 Safari/537.36 LBBROWSER" "-""0.033"
68.180.228.250 - - [22/Dec/2014:15:15:41 +0800] "GET /Agreement.php HTTP/1.1" 200 7335 "-" "Mozilla/5.0 (compatible; Yahoo! Slurp; http://help.yahoo.com/help/us/ysearch/slurp)" "-""0.001"
223.104.5.8 - - [22/Dec/2014:15:15:54 +0800] "GET /caige/ HTTP/1.1" 302 34725 "-" "Mozilla/5.0 (Linux; Android 4.4.2; zh-cn; MX4 Build/KOT49H) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/30.0.0.0 Mobile Safari/537.36 MicroMessenger/6.0.0.50_r844973.501 NetType/cmnet" "-""0.740"
223.104.5.8 - - [22/Dec/2014:15:15:54 +0800] "GET /caige?code=0113effe51f0cc13946a56262490219k&state=no HTTP/1.1" 301 178 "-" "Mozilla/5.0 (Linux; Android 4.4.2; zh-cn; MX4 Build/KOT49H) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/30.0.0.0 Mobile Safari/537.36 MicroMessenger/6.0.0.50_r844973.501 NetType/cmnet" "-""0.000"
